Label,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Inbound,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,label_encoded
DoS Slowhttptest,0.85029256,0.25743747,0.13338432,0.17063648,0.054839924,0.005410139,0.29502136,0.020266898,0.114692,0.048084427,0.23233315,0.2840737,0.024976278,0.073095866,0.15255229,0.03284905,0.0657516,0.2703968,0.2792561,0.2998765,0.061914284,0.16860703,0.1815538,0.16948725,0.21223621,0.011327958,0.27441627,0.2189984,0.04541536,0.1361419,0.032648474,0.09037549,0.11577054,0.014940234,0.28724784,0.28224793,0.12154811,0.22930503,0.005735523,0.20902152,0.2771799,0.09894881,0.034218226,0.18328205,0.22062486,0.27822012,0.0144236,0.27552536,0.2509234,0.17891575,0.012790838,0.02585715,0.006580638,0.20255166,0.17745079,0.15176186,0.26763156,0.024912342,0.025392894,0.018335668,0.08094681,0.21436964,0.030498236,0.09758509,0.2855464,0.25749946,0.042457562,0.17559175,0.28577137,0.19603813,0.22443096,0.086288445,0.21215713,0.011482836,0.09071466,0.18259759,0.15894447,0.27614623,5
BENIGN,0.37721178,0.12625353,0.2095629,0.061170235,0.16919628,0.08613915,0.2768496,0.1441371,0.15181446,0.22876215,0.23529443,0.07059203,0.18289146,0.28516534,0.123932086,0.033333845,0.26054558,0.2687608,0.045922637,0.06446834,0.07174409,0.2504916,0.28673285,0.118476875,0.28030437,0.0061927442,0.11894692,0.034831833,0.29563498,0.05893001,0.28027898,0.2329743,0.26723292,0.1524341,0.15355536,0.044266924,0.03744332,0.19825506,0.08236181,0.14242293,0.036794927,0.17682332,0.023338463,0.052258242,0.044085745,0.041287825,1.0,0.010962081,0.20198935,0.20214179,0.05982979,0.14191586,0.05281533,0.08944431,0.23340487,0.15194982,0.2894106,0.28146172,0.06502065,0.24391991,0.10264122,0.11503249,0.1786688,0.15127876,0.28062376,0.27169126,0.13434497,0.24802886,0.2741667,0.21714507,0.20937616,0.16926052,0.2076781,0.04447705,0.06182582,0.1103163,0.28302023,0.08960772,0
BENIGN,0.7340844,0.1946546,0.19846968,0.2886189,0.123386964,0.16009288,0.20220095,0.08057753,0.11617531,0.20640196,0.11827934,0.27260807,0.1706274,0.2738102,0.048583243,0.29108372,0.2983006,0.2009804,0.06295735,0.16276991,0.029668327,0.016656814,0.090904385,0.06688163,0.28745535,0.22435702,0.2141364,0.22844945,0.107911274,0.29811847,0.17425288,0.062782474,0.20208475,0.16580206,0.18271613,0.0800544,0.17551436,0.022325233,0.24459542,0.18147129,0.19890834,0.17298812,0.29621512,0.02479113,0.14027077,0.2014276,0.0,0.21657297,0.2940177,0.14540353,0.23926365,0.14926182,0.22206897,0.14979316,0.13555273,0.28931233,0.20565929,0.20472978,0.15585054,0.020488618,0.10755685,0.014942192,0.22206478,0.23907728,0.009478395,0.14965916,0.27030507,0.031835523,0.10721622,0.035661034,0.14953564,0.15981476,0.11755882,0.25119814,0.122919045,0.032837976,0.23909621,0.06387524,0
DoS GoldenEye,0.1892412,0.2210638,0.24991511,0.19382341,0.27804655,0.15330483,0.11246286,0.2282673,0.06705716,0.21539825,0.020653682,0.10136219,0.26379535,0.7082209,0.24352191,0.02821717,0.23490255,0.21808618,0.18430543,0.28608066,0.28772774,0.20555755,0.26626498,0.20430751,0.27746192,0.19555452,0.058185235,0.29500332,0.10843233,0.2175626,0.14855514,0.28027448,0.2943603,0.2121403,0.29847556,0.17110406,0.12207812,0.24717274,0.116199285,0.027025096,0.18252037,0.09168305,0.17638186,0.054661058,0.12871948,0.24304439,0.0072543332,0.008735921,0.18050943,0.08929022,0.0449423,0.014644393,0.15469429,0.21228999,0.045834128,0.25757244,0.11990056,0.16104782,0.14758703,0.10374343,0.15446125,0.16550514,0.28639325,0.08514759,0.24917698,0.22797906,0.027954826,0.08638682,0.075368226,0.2231796,0.067120396,0.24680005,0.26564276,0.11317769,0.18700863,0.035254177,0.17734274,0.23794338,3
Web Attack - SQLi,0.12988806,0.28491893,0.27989295,0.27653795,0.26367828,0.3448443,0.1404038,0.19625969,0.240088,0.25548133,0.17896596,0.24952982,0.12149886,0.033929236,0.2863928,0.16644137,0.2898556,0.2501861,0.112737186,0.076612726,0.0014081013,0.26764715,0.02812953,0.07812571,0.2711154,0.28207928,0.26305392,0.2832364,0.018314708,0.15406822,0.20883675,0.148332,0.0026081237,0.19749717,0.2568745,0.22453049,0.09013803,0.0037605464,0.05189439,0.10547815,0.16204174,0.13816747,0.2460601,0.18654402,0.24872662,0.2396467,1.0,0.17911325,0.28099093,0.0407785,0.096677065,0.18574154,0.16915885,0.07246235,0.28437963,0.23423216,0.16905014,0.2703237,0.171007,0.23264171,0.27976325,0.06464307,0.023760715,0.023636773,0.01279441,0.13056125,0.1536334,0.16964553,0.17322925,0.26492473,0.010519655,0.22170953,0.13941464,0.064859554,0.19706959,0.047967702,0.06353802,0.027914628,12
Infiltration,0.1172003,0.22975679,0.24190168,0.15446116,0.19740967,0.13587637,0.15680777,0.2155987,0.25637943,0.13484767,0.19873789,0.19434111,0.28969252,0.038517926,0.24964127,0.06162161,0.20362872,0.2055111,0.0123732,0.24013843,0.05194122,0.06496653,0.093458585,0.16756582,0.25573635,0.18385115,0.2925579,0.0940646,0.27091238,0.29746115,0.20013185,0.16977222,0.004914388,0.29697925,0.23494144,0.030054256,0.15900706,0.23301505,0.07893741,0.2546656,0.20337287,0.019296499,0.27971905,0.22209045,0.122755475,0.17573161,0.28673667,0.019515509,0.07379728,0.22548379,0.21224748,0.19973041,0.029671082,0.06837248,0.013285107,0.2916785,0.023968248,0.27766952,0.2056589,0.09351332,0.19129232,0.2531441,0.22297066,0.12571917,0.28152463,0.20305514,0.2994839,0.009771052,0.026760453,0.040439475,0.23645021,0.1426322,0.26029396,0.2925096,0.25595728,0.27430585,0.08818649,0.20533296,8
Bot,0.4142947,0.21201783,0.07034596,0.14904803,0.18266048,0.113550186,0.13851291,0.0072081285,0.20063572,0.21128996,0.29908618,0.070065044,0.0347198,0.13472816,0.0039376607,0.6679546,0.10372035,0.17035024,0.157628,0.26190132,0.20877552,0.2830185,0.12749046,0.22954626,0.16044672,0.10313301,0.13534053,0.20897421,0.074106544,0.16851385,0.272514,0.016610436,0.19610204,0.17945416,0.2866806,0.2489448,0.2733133,0.26094753,0.038248494,0.09343331,0.27129018,0.1157988,0.22126263,0.14616676,0.09448315,0.09610107,0.09573807,0.028945193,0.20408067,0.19412768,0.105292715,0.09690046,0.11501593,0.2620933,0.035516307,0.19270521,0.026434181,0.2803472,0.08589132,0.28137025,0.013221866,0.26562956,0.0029830565,0.1291931,0.15349384,0.29311353,0.22490115,0.23101671,0.100371696,0.19456762,0.11860388,0.20051394,0.15680875,0.28379443,0.052170128,0.053143095,0.07422331,0.06000037,1
Web Attack - Brute Force,0.11349016,0.080098316,0.0014071122,0.09332012,0.1331347,0.45511034,0.1547365,0.060735397,0.2434207,0.002487706,0.24023241,0.25129786,0.2769448,0.020393824,0.0025146026,0.0058356426,0.08038757,0.103574745,0.24273947,0.26008236,0.26209903,0.11082383,0.22739841,0.08236847,0.2929987,0.2402569,0.069141746,0.016108427,0.26797858,0.19297956,0.07151821,0.17659368,0.0027525087,0.16097729,0.2843762,0.04185682,0.0067237676,0.2731327,0.09201042,0.017560726,0.058388446,0.27502558,0.23501973,0.26800063,0.26864776,0.019002225,1.0,0.15995961,0.28957292,0.17599249,0.065164566,0.2255718,0.06272354,0.22905453,0.109678976,0.05927898,0.021607209,0.14868446,0.21206102,0.1744298,0.18058908,0.20644642,0.20221455,0.07635305,0.14057647,0.13345923,0.18110012,0.22937484,0.28087163,0.1681279,0.1604294,0.05718448,0.17080891,0.16197272,0.107912876,0.055932812,0.18757057,0.1275006,11
DoS Hulk,0.12618555,0.06094358,0.18712449,0.29891354,0.29968527,0.9541884,0.05638596,0.24788472,0.23534061,0.21619919,0.02186174,0.031517573,0.14719099,0.76650643,0.17959185,0.26072332,0.2764422,0.05223736,0.10874626,0.10831308,0.055362836,0.113074936,0.07575126,0.05785596,0.26017925,0.050993115,0.05852794,0.24351095,0.215554,0.23453856,0.18135498,0.28174925,0.2544902,0.2620675,0.04748926,0.2962798,0.041379135,0.043876614,0.05697494,0.29701883,0.29025316,0.02640643,0.29509264,0.20996349,0.25621545,0.14181447,0.20319638,0.23308519,0.087487005,0.09677235,0.121661454,0.095908746,0.13632268,0.038893297,0.25087255,0.009623463,0.1612299,0.1725198,0.008635328,0.01367074,0.2850083,0.28309014,0.1114998,0.05052175,0.2717095,0.16888249,0.19855025,0.18229544,0.033931136,0.21189028,0.015887806,0.19541644,0.12444881,0.17164837,0.028415585,0.2489822,0.2936396,0.20177054,4
Web Attack - SQLi,0.07715981,0.17223439,0.11656882,0.062308688,0.21414854,0.6772639,0.09784065,0.11732793,0.011898948,0.25519183,0.28620738,0.15580043,0.29208592,0.19249968,0.11035317,0.12166563,0.29240248,0.1147171,0.050945032,0.03853767,0.017651709,0.14292406,0.10795374,0.24478693,0.25305238,0.0735742,0.19627032,0.28548163,0.19035253,0.01990554,0.11789902,0.049804077,0.06848991,0.16823575,0.06376214,0.009026718,0.27424327,0.27208,0.06996885,0.0010896293,0.12137131,0.055304132,0.27002355,0.14681618,0.0056120814,0.01928629,1.0,0.071834214,0.2143775,0.13517118,0.114980675,0.25842345,0.19032484,0.162178,0.1819414,0.18722561,0.073114015,0.23322324,0.19644679,0.036945116,0.1750252,0.09964043,0.0732338,0.019293247,0.15342195,0.13446015,0.1230821,0.23544456,0.29388243,0.007324861,0.057701316,0.28868145,0.2785051,0.26917568,0.28382292,0.12160526,0.09784428,0.12631583,12
Infiltration,0.15394512,0.14736463,0.12375984,0.14536819,0.15387262,0.0514243,0.08361371,0.1357695,0.2597225,0.16083752,0.14157638,0.010150799,0.23979202,0.25264087,0.08794417,0.15757999,0.104039095,0.005641231,0.094645604,0.2403267,0.09130342,0.018633867,0.23902872,0.17860395,0.24577008,0.005752652,0.055822793,0.2632761,0.14249916,0.15615895,0.20777029,0.12519181,0.20921177,0.18865466,0.047342926,0.018775068,0.26169124,0.16066734,0.08743312,0.22330673,0.069014624,0.21700247,0.10852183,0.2831806,0.21256846,0.19179155,0.03909638,0.061004452,0.2784812,0.13757911,0.20347647,0.046972673,0.23681733,0.17875041,0.17579134,0.25353208,0.11574134,0.014940818,0.22419061,0.062528044,0.01228646,0.1098369,0.22399303,0.08565262,0.1860298,0.12427996,0.27527958,0.13158365,0.017913913,0.14534344,0.16311961,0.010104695,0.05900261,0.01913039,0.035933375,0.28211665,0.13090545,0.04840367,8
Web Attack - Brute Force,0.1366435,0.045958854,0.14632595,0.2719554,0.2751941,0.33004615,0.18857692,0.07766041,0.20952527,0.09618068,0.26304203,0.17657173,0.2236634,0.033882067,0.051764317,0.049972367,0.010179346,0.2936911,0.03382003,0.26155263,0.24660541,0.16140018,0.29096583,0.14685409,0.22976422,0.10116983,0.018787885,0.100040674,0.21049415,0.01267734,0.23613174,0.19945066,0.10725509,0.09531803,0.1980505,0.17902069,0.015686976,0.019276809,0.27785602,0.120179795,0.299134,0.12854163,0.0016534969,0.016360547,0.22691263,0.28858015,1.0,0.26649147,0.17866421,0.042025875,0.23695558,0.17874151,0.2825183,0.11519861,0.050155155,0.13063699,0.049550667,0.06053131,0.23591743,0.07675076,0.021939097,0.14788902,0.044526175,0.21753205,0.024509843,0.29722387,0.25472966,0.25648233,0.24374105,0.17188892,0.1621108,0.1519679,0.15299216,0.13893513,0.021871254,0.04150375,0.2874124,0.17087707,11
Web Attack - SQLi,0.12780346,0.05346487,0.27551445,0.18947689,0.11753685,0.64431274,0.15665166,0.19318104,0.110951036,0.11836346,0.14720236,0.21293546,0.1182291,0.21717922,0.056844667,0.036962025,0.16589986,0.14120354,0.0068228627,0.28568873,0.16931742,0.20217972,0.20965785,0.015484938,0.19428194,0.29521587,0.23002163,0.13001853,0.23957606,0.06454497,0.21948804,0.008383595,0.14590508,0.29302606,0.063469924,0.28161216,0.10758333,0.20361072,0.104137495,0.219723,0.24158625,0.08490194,0.27340922,0.08851942,0.2100986,0.103476696,1.0,0.26639104,0.28862998,0.20000833,0.08962745,0.17381428,0.23076643,0.05052236,0.05025828,0.2381873,0.17397699,0.1956347,0.2931847,0.17021948,0.16373831,0.15496577,0.039875012,0.03585569,0.213483,0.008277047,0.012569286,0.2189438,0.14104162,0.17456089,0.086836174,0.24949886,0.16756323,0.12233383,0.2006195,0.26600835,0.060841877,0.25235572,12
DoS Hulk,0.1708773,0.2265077,0.15480646,0.032104637,0.103157446,0.51886857,0.1610953,0.29809582,0.13828532,0.11473599,0.21288559,0.032635085,0.006676543,0.69940764,0.21047303,0.16479976,0.24930248,0.0018696206,0.02633524,0.2879637,0.20945683,0.07795842,0.1987672,0.21630763,0.21176562,0.29722744,0.24747573,0.24470797,0.24519826,0.21768813,0.0018512892,0.27774182,0.21514657,0.2032471,0.120187774,0.2753103,0.20015961,0.19073056,0.033948947,0.13929805,0.07548348,0.034686904,0.097061075,0.14205848,0.20908734,0.14116772,0.27986422,0.22626072,0.064332165,0.034976397,0.25097746,0.24028398,0.16396366,0.04318435,0.020768998,0.2825786,0.16968767,0.1965295,0.00042098586,0.2926122,0.07547672,0.075855464,0.11666965,0.039892696,0.123489685,0.29479316,0.039817993,0.25796193,0.09185809,0.030472081,0.27857012,0.22537282,0.12639928,0.036152117,0.06402122,0.013947438,0.24817571,0.05236052,4
DoS GoldenEye,0.075719096,0.12134759,0.2917434,0.21614288,0.05576643,0.15758586,0.06534812,0.045302033,0.25538805,0.13455804,0.2921319,0.14855328,0.26612905,0.84699017,0.22360852,0.072997935,0.2472909,0.24959576,0.004633231,0.20022063,0.26629195,0.20867413,0.2884392,0.057771154,0.007864933,0.07846249,0.1306707,0.26698884,0.1079126,0.15439293,0.12529191,0.11500748,0.18603426,0.08889983,0.12306409,0.112018645,0.1485962,0.27923074,0.08155406,0.18986274,0.23798186,0.136842,0.277386,0.20692989,0.12908277,0.10171435,0.17089623,0.2689667,0.07473673,0.113186054,0.08251202,0.20684604,0.12878484,0.16850679,0.2844014,0.11580122,0.05235218,0.102876514,0.29403377,0.18301135,0.25530285,0.16224447,0.061403535,0.2554767,0.24516873,0.12123226,0.038713127,0.22045949,0.23790619,0.13869874,0.063147254,0.09676507,0.051006332,0.063523546,0.2939937,0.20166828,0.032251522,0.2530833,3
FTP-Patator,0.32326937,0.29694903,0.07661266,0.02610742,0.2695212,0.16955547,0.057264775,0.1394722,0.13035315,0.16657147,0.16496775,0.27267987,0.22559513,0.06531901,0.26792416,0.25869066,0.16331173,0.10507072,0.08722509,0.23099707,0.16816936,0.18903318,0.05207805,0.020180246,0.27841157,0.06039548,0.12964371,0.23385972,0.23580799,0.005244898,0.1845439,0.24799865,0.021363415,0.01773515,0.17088644,0.26898095,0.22727662,0.09799312,0.20316915,0.11508892,0.11358313,0.036826648,0.22823675,1.0,0.06641839,0.11634654,1.0,0.111530736,0.07552074,0.04008389,0.23371334,0.006963635,0.26445255,0.17870548,0.055005573,0.0044327453,0.25025132,0.037483215,0.03197747,0.25600207,0.015622118,0.21616131,0.2891218,0.063588694,0.046988506,0.19263367,0.10676817,0.28021467,0.09012256,0.02878193,0.10387747,0.05135993,0.27220646,0.15510327,0.27036884,0.036825135,0.03421,0.026986154,7
DoS GoldenEye,0.17143038,0.19268955,0.25011382,0.019525355,0.24130291,0.021968145,0.10862064,0.07811897,0.28510886,0.27668142,0.12251793,0.0319281,0.08374648,0.7052722,0.18617281,0.029031536,0.17498241,0.16423771,0.034326382,0.0055498364,0.1856708,0.14724684,0.085216366,0.17679934,0.19260609,0.16886318,0.14040565,0.022652498,0.10909104,0.11981682,0.04870179,0.07259948,0.1272751,0.22264633,0.06041597,0.16446593,0.21999131,0.24628702,0.21982823,0.2808485,0.04795526,0.023187634,0.24258178,0.21448444,0.055269044,0.16662695,0.19382279,0.023724351,0.060962778,0.090095215,0.18929139,0.053100515,0.2825469,0.18440898,0.2497507,0.24261396,0.012352397,0.076663084,0.18607967,0.21812733,0.24940708,0.22092156,0.25167263,0.27994025,0.053082403,0.19962794,0.1295096,0.11611076,0.13754986,0.118991256,0.20767853,0.2822069,0.20051096,0.17901799,0.09930446,0.12883817,0.14918347,0.12561613,3
Web Attack - Brute Force,0.21678005,0.047955833,0.23155358,0.2303784,0.21170492,0.6664898,0.17627445,0.20410652,0.16494913,0.11062553,0.013180767,0.28914636,0.29025558,0.2654521,0.15881369,0.19070975,0.29769275,0.13667293,0.20853052,0.24090743,0.10081441,0.048403192,0.29210788,0.009476979,0.1503212,0.17139857,0.13883711,0.13224044,0.22704758,0.26926863,0.0026327993,0.14197443,0.05781754,0.035579704,0.22509797,0.1091763,0.14653294,0.0141051775,0.24229075,0.15810703,0.085708074,0.20521787,0.07261985,0.2869466,0.07277551,0.062449567,1.0,0.15592082,0.26539594,0.17206061,0.15566821,0.20065455,0.034445886,0.14638491,0.07734605,0.08410039,0.16791195,0.21553335,0.14210477,0.1975723,0.24414288,0.100811265,0.0009103247,0.07009383,0.11347516,0.12451761,0.1420424,0.21324636,0.29362953,0.23146412,0.13646474,0.28831968,0.07167617,0.015004956,0.1334189,0.05333583,0.029381447,0.25442153,11
Web Attack - XSS,0.058047973,0.038269546,0.21290886,0.24732691,0.15806231,0.32791406,0.21982248,0.22802018,0.0422512,0.27844104,0.08494467,0.18814252,0.02693581,0.03170324,0.11791049,0.081158504,0.17667189,0.27558908,0.038910627,0.13401367,0.06314529,0.20148963,0.23546013,0.15818568,0.19304097,0.23875126,0.11716129,0.09113426,0.22128646,0.052942883,0.28445178,0.18996835,0.14567879,0.057773884,0.16090596,0.016392486,0.0033796083,0.23878646,0.10535402,0.21562307,0.26438257,0.047452398,0.10762142,0.15821938,0.08319445,0.026471425,1.0,0.1418075,0.24558417,0.14506547,0.23244573,0.2055331,0.021781279,0.19866249,0.16460444,0.12254071,0.119778,0.24098049,0.20617385,0.26974246,0.19067447,0.2737158,0.2910213,0.20501736,0.068215765,0.14884341,0.057963997,0.1935879,0.22708438,0.05938122,0.29856873,0.23347452,0.06995521,0.032525696,0.23669524,0.21509753,0.022963835,0.14745489,13
Web Attack - Brute Force,0.05206875,0.22506607,0.18275057,0.0109228715,0.025032349,0.45210758,0.0839608,0.009973153,0.27513754,0.2193103,0.13059072,0.021477487,0.044424087,0.22762373,0.20081829,0.12161962,0.2978592,0.06991108,0.17301407,0.1660319,0.26719856,0.15273637,0.07042802,0.09742478,0.22177136,0.025462227,0.095988266,0.14373106,0.29063419,0.27820694,0.19799797,0.17525774,0.21729526,0.11324909,0.12696683,0.13560279,0.24560076,0.07879611,0.21442252,0.23491709,0.22450018,0.012184385,0.04863704,0.08362856,0.21539328,0.24020565,1.0,0.14718784,0.23100902,0.04350911,0.28630647,0.17641965,0.28351137,0.1770141,0.090465225,0.00465035,0.28328428,0.11002315,0.032815337,0.10661003,0.074591674,0.2317927,0.21587117,0.08886072,0.09659169,0.08201176,0.12282547,0.25151262,0.02526409,0.10552255,0.027324883,0.26266548,0.19272314,0.017714355,0.13260914,0.25033164,0.24247257,0.15992711,11
DoS GoldenEye,0.13269842,0.26508734,0.24581476,0.29406875,0.27542058,0.07657068,0.18371369,0.021233542,0.29479468,0.018978471,0.030701766,0.19007981,0.1458583,0.5564618,0.109420925,0.013967541,0.072974205,0.17753935,0.20173585,0.2420323,0.17086981,0.13920738,0.027397564,0.12702821,0.0026579164,0.03901522,0.19955239,0.22103186,0.075871326,0.130179,0.2763208,0.2958573,0.20016316,0.11860367,0.092076935,0.07709564,0.16762164,0.23815198,0.0033823247,0.24414743,0.2510817,0.047943775,0.24066916,0.14031158,0.0714327,0.20297138,0.062321268,0.09997119,0.19567478,0.033694703,0.23950939,0.24649853,0.13484757,0.08300671,0.29864126,0.012341266,0.14947473,0.26705426,0.19308937,0.13734126,0.10822473,0.2998313,0.16819777,0.1758861,0.23011829,0.27657932,0.10540486,0.1084711,0.009571588,0.29658574,0.10363571,0.16990533,0.19001298,0.25189346,0.27968267,0.020886859,0.25327227,0.040838804,3
DoS GoldenEye,0.18017451,0.18018425,0.112325676,0.097182974,0.19966847,0.22233512,0.2212651,0.25823534,0.21094923,0.22863305,0.2919217,0.24790518,0.22091608,0.5299339,0.2419486,0.18658473,0.15743198,0.27118483,0.07224985,0.07381376,0.05924798,0.080637485,0.27201864,0.29405767,0.10577023,0.25752923,0.12094476,0.08739133,0.12579401,0.11312157,0.27329695,0.2658809,0.012217981,0.06359482,0.056723747,0.21975642,0.22969821,0.28740057,0.17197867,0.18346979,0.1326163,0.12365035,0.050699458,0.067943044,0.024342919,0.1662372,0.05108489,0.1033467,0.2886373,0.2965615,0.23083897,0.030805793,0.019893011,0.03072912,0.091442876,0.19765152,0.06501646,0.22673227,0.07715805,0.04456464,0.05941317,0.21111959,0.24515556,0.14895257,0.013391543,0.02051267,0.12408901,0.023237266,0.1672513,0.29158702,0.0063686282,0.1548312,0.12756614,0.03240523,0.0790835,0.026236054,0.13615727,0.17542657,3
DoS Slowhttptest,0.7475153,0.023315497,0.13210514,0.13956462,0.1492528,0.06181851,0.0071014785,0.18961877,0.21381196,0.27003506,0.18651308,0.06385478,0.20798129,0.032984156,0.0010814413,0.12492943,0.24396774,0.14606921,0.19250326,0.19860305,0.04065852,0.29658917,0.09802324,0.12383416,0.098508,0.19192278,0.14900851,0.029718405,0.104861446,0.10257504,0.11658588,0.035641775,0.019562636,0.03442237,0.073181994,0.23489203,0.119278744,0.1881987,0.2762464,0.24908145,0.19437997,0.2807349,0.25345567,0.02205823,0.21996775,0.09020208,0.049918015,0.19485508,0.15723422,0.24459544,0.029747728,0.14717773,0.10270874,0.11168413,0.26171276,0.16864908,0.19932152,0.048499018,0.26178303,0.1548856,0.17451191,0.112554535,0.27471516,0.04914566,0.22405481,0.032189626,0.20583764,0.17393133,0.05995088,0.049575087,0.02823866,0.26048878,0.13242075,0.19825149,0.29889497,0.18642676,0.23179089,0.08422672,5
Bot,0.30285344,0.018502599,0.14933567,0.10071268,0.12083965,0.040573664,0.030341031,0.061953112,0.26020378,0.13880594,0.072565384,0.047004703,0.015869595,0.20021056,0.2481749,0.6513523,0.13912934,0.18382098,0.10773196,0.15047105,0.13216253,0.060582217,0.15939298,0.13348821,0.25410962,0.086489655,0.2110771,0.08851182,0.15443619,0.20129555,0.26557454,0.08995209,0.1908085,0.054702166,0.065882705,0.12636785,0.19321327,0.04874765,0.2959149,0.2784951,0.08526901,0.1299472,0.050063584,0.04157231,0.23121776,0.031288598,0.06937718,0.04774735,0.04099234,0.24882977,0.15989344,0.15617508,0.28630713,0.06788158,0.18293045,0.0044522043,0.2780167,0.09254748,0.11790552,0.2651263,0.15600412,0.2788682,0.19206195,0.08739232,0.22481632,0.011820358,0.28602424,0.28441116,0.27016193,0.25837836,0.1415463,0.06189942,0.055841763,0.061726812,0.25796077,0.082339555,0.096163005,0.00262359,1
DoS GoldenEye,0.14968388,0.0021557799,0.06711013,0.23803909,0.2292013,0.15201716,0.03557565,0.18841147,0.090735376,0.07794208,0.2931598,0.2863982,0.21202932,0.782192,0.14054668,0.0030298645,0.10513691,0.12465412,0.11088597,0.0032300656,0.21584186,0.17586651,0.07042383,0.114929795,0.069386795,0.10450596,0.083037205,0.28579232,0.12783767,0.22036926,0.23770593,0.16064726,0.14438647,0.06492247,0.27748433,0.17176099,0.1918919,0.15624093,0.115425296,0.2821395,0.1718995,0.06935013,0.20478298,0.17531492,0.18131435,0.0080715045,0.015233485,0.04415185,0.11169957,0.13151574,0.0068911547,0.28427404,0.23330015,0.20013317,0.088731214,0.07797398,0.0030583222,0.25331667,0.23230316,0.11278287,0.05109478,0.2181525,0.025221268,0.15001531,0.09462182,0.29536355,0.13504076,0.07227673,0.19562833,0.25074583,0.1673267,0.13702257,0.17982954,0.125933,0.26199323,0.15897882,0.22918569,0.23148124,3
SSH-Patator,0.5161887,0.24683489,0.10300932,0.10538678,0.15271819,0.27234533,0.039512843,0.01818218,0.083699346,0.2654466,0.086150356,0.09613615,0.05834225,0.20042005,0.1665719,0.14160292,0.044068497,0.18190578,0.041349035,0.28037295,0.25227734,0.09593016,0.11887043,0.19392096,0.0077156653,0.09060156,0.1696888,0.29748598,0.2563298,0.28112343,0.234076,0.10510116,0.1987634,0.20379168,0.019066002,0.15564786,0.060461294,0.26843393,0.085960455,0.22017613,0.12697057,0.09052315,0.17136768,1.0,0.2543515,0.0047319946,1.0,0.2622734,0.00045771015,0.05090694,0.27182138,0.09889046,0.021257943,0.017594695,0.027211562,0.2993316,0.15756755,0.21758534,0.07199067,0.2466873,0.19375752,0.088390306,0.22178985,0.03129143,0.1798553,0.08846631,0.08660614,0.097927555,0.26986894,0.09959147,0.23332757,0.09699904,0.21832745,0.107148595,0.21335775,0.15773249,0.20776902,0.1625325,10
Web Attack - XSS,0.22366422,0.121540375,0.08030789,0.1109563,0.087222435,0.45483497,0.05417601,0.10846026,0.24611187,0.23995858,0.23499367,0.2737734,0.29140478,0.020569805,0.007957099,0.054860815,0.23666774,0.25863525,0.12546302,0.17330202,0.16213986,0.16503589,0.29921627,0.06667946,0.03538514,0.049309533,0.22377059,0.18925829,0.029099243,0.25040948,0.06522126,0.045446943,0.16551013,0.18754175,0.2231964,0.18319803,0.23129104,0.18897554,0.041019674,0.068026856,0.15470608,0.15339947,0.15713277,0.0061566695,0.25595015,0.17424993,1.0,0.13252044,0.19219117,0.02837288,0.1691898,0.04322123,0.16726647,0.017764343,0.10073822,0.00026949774,0.029859321,0.27541295,0.047310974,0.22472243,0.22472145,0.27355772,0.008932687,0.18888126,0.16097134,0.0357678,0.19679812,0.2922196,0.28461966,0.26685035,0.18674625,0.09124404,0.29977286,0.21300618,0.23482451,0.13741757,0.0030888426,0.19540814,13
